title,image_url,
るろうに剣心 ‐明治剣客浪漫譚‐ 新京都編,https://abm.hayabusa.media/series/26-99/thumb.png%3Fversion%3D1589417458?width=242&height=136&quality=60&format=jpg&version=1589417458&fit=fill&background=000000
食戟のソーマ 豪ノ皿,https://abm.hayabusa.media/series/199-31/thumb.png%3Fversion%3D1584934073?width=242&height=136&quality=60&format=jpg&version=1584934073&fit=fill&background=000000
ワールドトリガー,https://abm.hayabusa.media/series/5-24/thumb.png%3Fversion%3D1591087808?width=242&height=136&quality=60&format=jpg&version=1591087808&fit=fill&background=000000
ド級編隊エグゼロス,https://abm.hayabusa.media/series/26-101/thumb.png%3Fversion%3D1593684978?width=242&height=136&quality=60&format=jpg&version=1593684978&fit=fill&background=000000
キングダム第3シリーズ,https://abm.hayabusa.media/series/15-18/thumb.png%3Fversion%3D1585741107?width=242&height=136&quality=60&format=jpg&version=1585741107&fit=fill&background=000000
鬼灯の冷徹OAD,https://abm.hayabusa.media/series/115-72/thumb.png%3Fversion%3D1596783212?width=242&height=136&quality=60&format=jpg&version=1596783212&fit=fill&background=000000
声優パジャマ会議〜今とこれからが楽しみになる生放送SP〜,https://abm.hayabusa.media/series/218-205/thumb.png%3Fversion%3D1588915728?width=242&height=136&quality=60&format=jpg&version=1588915728&fit=fill&background=000000
魔法科高校の劣等生,https://abm.hayabusa.media/series/25-2xrwzkrsieb/thumb.png%3Fversion%3D1561030327?width=242&height=136&quality=60&format=jpg&version=1561030327&fit=fill&background=000000
とある科学の超電磁砲T,https://abm.hayabusa.media/series/199-30/thumb.png%3Fversion%3D1595329153?width=242&height=136&quality=60&format=jpg&version=1595329153&fit=fill&background=000000
ガールズ＆パンツァー 第63回戦車道全国高校生大会 総集編,https://abm.hayabusa.media/series/281-5/thumb.png%3Fversion%3D1613462895?width=242&height=136&quality=60&format=jpg&version=1613462895&fit=fill&background=000000
慎重勇者～この勇者が俺TUEEEくせに慎重すぎる～,https://abm.hayabusa.media/series/25-129/thumb.png%3Fversion%3D1569549314?width=242&height=136&quality=60&format=jpg&version=1569549314&fit=fill&background=000000
ガールズ＆パンツァー,https://abm.hayabusa.media/series/420-18/thumb.png%3Fversion%3D1561637883?width=242&height=136&quality=60&format=jpg&version=1561637883&fit=fill&background=000000
地縛少年花子くん,https://abm.hayabusa.media/series/189-17/thumb.png%3Fversion%3D1577347356?width=242&height=136&quality=60&format=jpg&version=1577347356&fit=fill&background=000000
ハイキュー!! OAD,https://abm.hayabusa.media/series/19-48/thumb.png%3Fversion%3D1597390715?width=242&height=136&quality=60&format=jpg&version=1597390715&fit=fill&background=000000
モンスター娘のお医者さん,https://abm.hayabusa.media/series/420-32/thumb.png%3Fversion%3D1594111264?width=242&height=136&quality=60&format=jpg&version=1594111264&fit=fill&background=000000
